Rank,Symbol,Name,Average Price,Current Price,Max Daily Fluctuation %,Min Daily Fluctuation %,Avg Daily Fluctuation %,Year High,Year Low,Yearly Range %,Total Days,Token
3128,667GS2035-GS,"GOI LOAN  6.67% 2035",104.00,102.00,9.25,0.00,1.05,130.00,96.87,31.86,128,1427713
3129,945SCL32-NL,"945SCL32-NL",940.48,953.03,3.10,0.00,1.05,953.03,900.00,5.64,3,193914113
3130,NIFTY50 VALUE 20,"NIFTY50 VALUE 20",12951.19,12849.15,3.20,0.32,1.05,14293.35,11375.50,22.53,250,267529
3131,MANAV-SM,"MANAV INFRA PROJECTS",15.95,27.60,10.65,0.00,1.04,27.60,10.50,107.19,89,5554433
3132,772GS2055-GS,"GOI LOAN 7.72% 2055",110.49,117.58,5.24,0.00,1.04,119.40,102.81,15.01,78,1826817
3133,NIFTY 200,"NIFTY 200",13518.43,14111.05,2.86,0.28,1.04,14320.05,11941.45,17.60,250,264457
3134,NIFTY ALPHALOWVOL,"NIFTY ALPHALOWVOL",26566.61,26617.85,3.30,0.31,1.04,30471.35,23354.15,26.79,250,273673
3135,GSEC5IETF,"ICICIPRAMC - ICICI5GSEC",60.90,63.60,5.89,0.00,1.03,66.70,57.32,15.40,248,2135553
3136,745AP38-SG,"SDL AP 7.45% 2038",99.29,100.13,6.09,0.00,1.02,102.00,94.00,8.06,10,5811201
3137,1025SCL34A-ZT,"1025SCL34A-ZT",965.87,951.00,7.95,0.00,1.02,1025.00,827.00,20.50,50,6137345
3138,LOWVOL,"MIRAEAMC - MANV30F",198.96,208.90,34.09,0.00,1.02,227.00,159.00,34.18,250,3785217
3139,NIFTY SERV SECTOR,"NIFTY SERV SECTOR",31888.55,32974.70,2.46,0.29,1.02,33916.45,29070.85,15.20,250,263177
3140,925SCFL27-YA,"925SCFL27-YA",1004.36,1023.65,6.15,0.00,1.02,1046.56,920.65,12.54,22,1988865
3141,NIFTY100ESGSECLDR,"NIFTY100ESGSECLDR",4040.45,4222.00,2.51,0.32,1.01,4295.00,3610.90,16.93,250,289801
3142,889SCL27-YT,"889SCL27-YT",944.86,910.50,7.30,0.00,1.00,969.90,900.30,7.37,29,2374913
3143,NIFTY500 LMS EQL,"NIFTY500 LARGEMIDSMALL EQUAL CAP WEIGHTED",17186.88,17906.05,4.63,0.00,1.00,18495.74,14479.00,23.37,250,413449
3144,SIDDHICOTS-ST,"SIDDHI COTSPIN",65.92,51.85,5.24,0.00,1.00,86.40,51.85,52.41,10,194318337
3145,736GS2052-GS,"GOI LOAN  7.36% 2052",105.78,103.00,9.52,0.00,1.00,114.93,100.33,13.80,166,2798337
3146,NIFTY 100,"NIFTY 100",24873.07,25918.05,2.60,0.27,1.00,26291.55,22177.35,16.54,250,260617
3147,707IRFC25-NF,"707IRFC25-NF",1058.90,1075.00,9.01,0.00,0.99,1199.90,1001.30,18.76,15,3000833
3148,695GS2061-GS,"GOI LOAN  6.95% 2061",101.11,99.00,7.49,0.00,0.99,107.65,96.00,11.52,169,1745153
3149,829PFL29-N6,"829PFL29-N6",1081.31,1101.00,10.62,0.00,0.99,1299.99,940.20,33.27,39,2553601
3150,1119NFL27-ND,"1119NFL27-ND",1043.52,1033.45,18.70,0.00,0.99,1244.00,915.00,31.53,68,5920001
3151,1075SCL34-ZR,"1075SCL34-ZR",997.41,961.54,9.91,0.00,0.98,1055.60,900.00,15.60,25,6136321
3152,NIFTY HOUSING,"NIFTY HOUSING",11125.65,11709.55,3.18,0.00,0.98,11868.94,9839.70,18.24,250,410889
3153,87LTF27-NH,"87LTF27-NH",1031.06,1026.50,14.93,0.00,0.98,1210.00,1002.01,20.17,130,5296897
3154,980SCL33D-YG,"980SCL33D-YG",953.77,974.00,11.74,0.00,0.98,1020.00,900.00,12.58,26,5382145
3155,1050ISFL28-N5,"1050ISFL28-N5",1002.35,1041.85,6.18,0.00,0.97,1090.00,932.00,15.76,149,5320705
3156,1015UCL26-N1,"1015UCL26-N1",993.82,981.00,15.76,0.00,0.97,1029.00,855.00,17.51,112,6633473
3157,CIFCZC28-NH,"CIFCZC28-NH",1071.72,1121.05,7.73,0.00,0.97,1124.50,1015.00,10.22,23,5233921
3158,971SCL29A-ZN,"971SCL29A-ZN",957.24,991.00,8.42,0.00,0.97,999.00,870.00,13.48,22,6133249
3159,NIFTY 50,"NIFTY 50",24216.18,25278.20,2.50,0.28,0.97,25669.35,21743.65,16.21,250,256265
3160,NIDOZC26-N7,"NIDOZC26-N7",2242.37,2349.00,14.77,0.00,0.96,2499.00,1999.20,22.29,30,4574209
3161,901HUDCO34-NE,"901HUDCO34-NE",1293.70,1330.00,4.59,0.00,0.96,1397.90,1211.00,14.45,235,5112321
3162,NIFTY100 LOWVOL30,"NIFTY100 LOWVOL30",19552.69,20407.70,2.98,0.33,0.96,20829.45,17504.05,17.01,250,272137
3163,NIFTY NONCYC CONS,"NIFTY NON-CYCLICAL CONSUMER",15837.17,16306.05,4.94,0.00,0.96,17455.45,13980.90,21.94,250,412169
3164,NIFTY50 TR 1X INV,"NIFTY50 TR 1X INV",172.69,167.60,2.61,0.29,0.96,192.05,163.10,16.76,250,259593
3165,NIFTY50 PR 1X INV,"NIFTY50 PR 1X INV",209.27,204.60,2.62,0.29,0.96,232.40,196.55,17.13,250,259081
3166,KKVAPOW-SM,"KKV AGRO POWERS",612.07,539.10,10.53,0.00,0.96,975.20,440.45,87.37,73,4551937
3167,IIFLZC28-NG,"IIFLZC28-NG",1360.81,1476.00,19.06,0.00,0.95,1476.80,1112.10,26.80,139,738049
3168,VIVO-SM,"VIVO COLLAB SOLUTIONS",74.30,74.00,9.59,0.00,0.95,100.65,62.00,52.02,72,1948161
3169,965SCL26Y-N1,"965SCL26Y-N1",991.29,1020.00,13.72,0.00,0.95,1040.00,830.00,21.18,44,7397889
3170,925SCL29A-ZM,"925SCL29A-ZM",931.57,946.50,7.94,0.00,0.95,970.00,870.00,10.73,15,6132481
3171,GSEC10IETF,"ICICIPRAMC - ICICI10GS",250.90,258.40,3.16,0.00,0.94,265.36,237.50,11.10,241,3364609
3172,IMC1-N0,"IMC1-N0",252.45,251.00,13.93,0.00,0.94,261.00,220.00,16.24,148,3638785
3173,863IRFC29-NC,"863IRFC29-NC",1162.42,1127.10,13.85,0.00,0.94,1300.00,1099.35,17.26,59,509697
3174,NIFTY500 SHARIAH,"NIFTY500 SHARIAH",7106.83,7095.40,4.65,0.00,0.93,8077.62,6004.55,29.17,250,413705
3175,NIF5GETF,"UTIAMC - NIF5GETF",61.20,63.13,6.48,0.00,0.93,65.00,58.11,11.26,236,5765377
3176,935IIFL28-NZ,"935IIFL28-NZ",1000.06,985.00,17.50,0.00,0.93,1260.00,953.00,30.70,26,193572609
3177,1025UCL26A-N1,"1025UCL26A-N1",995.07,995.79,19.60,0.00,0.93,1196.00,963.00,23.42,86,6633985
3178,1015UCL27-NF,"1015UCL27-NF",989.07,1001.00,9.84,0.00,0.92,1049.00,950.00,10.01,47,193536001
3179,NIFTY50 SHARIAH,"NIFTY50 SHARIAH",4812.71,4648.85,3.77,0.00,0.92,5494.95,4235.90,26.16,250,413193
3180,IMC1-N2,"IMC1-N2",252.41,251.00,25.60,0.00,0.92,260.90,207.00,21.35,123,3641345
3181,1003ISFL28-N4,"1003ISFL28-N4",985.91,1013.99,16.98,0.00,0.91,1199.00,900.00,30.33,219,5319425
3182,NIFTY SHARIAH 25,"NIFTY SHARIAH 25",8251.92,8259.20,4.41,0.00,0.91,9167.40,7121.55,24.79,250,412681
3183,79NHIT35-N1,"79NHIT35-N1",309.90,318.01,9.84,0.00,0.91,342.10,296.68,14.66,228,2984449
3184,SMVD-SM,"SMVD POLY PACK",13.84,5.90,9.43,0.00,0.91,21.70,5.65,115.97,143,216833
3185,1039UCL26-NE,"1039UCL26-NE",1010.95,1018.23,3.95,0.00,0.90,1040.00,956.00,8.31,43,193535489
3186,925SCL30-NF,"925SCL30-NF",933.52,935.00,2.17,0.00,0.90,935.00,914.74,2.17,4,193912577
3187,10IIFL29-N6,"10IIFL29-N6",996.99,1004.99,18.47,0.00,0.90,1161.00,950.00,21.16,188,4875521
3188,SCLZC26G-YA,"SCLZC26G-YA",1106.07,1140.00,12.03,0.00,0.90,1239.00,1011.00,20.61,18,5378049
3189,NIFTY TOP 10 EW,"NIFTY TOP 10 EQUAL WEIGHT",9414.31,9554.80,2.74,0.00,0.90,10034.05,8600.25,15.23,250,407561
3190,835SCL23B-YM,"835SCL23B-YM",961.33,901.20,12.66,0.00,0.89,1000.00,816.50,19.09,68,5390337
3191,890NHB34-N7,"890NHB34-N7",6299.38,6350.00,17.49,0.00,0.89,7499.00,5961.00,24.42,54,452353
3192,79NHIT40-N2,"79NHIT40-N2",310.03,313.00,5.50,0.00,0.88,333.71,295.89,12.20,202,2986241
3193,92GS2030-GS,"GOI LOAN 9.20% 2030",115.14,115.55,5.83,0.00,0.88,123.00,111.01,10.41,235,1801985
3194,765AS32-SG,"SDL AS 7.65% 2032",96.32,99.00,5.26,0.00,0.88,100.00,94.01,6.22,6,2755841
3195,99SCL27-ZH,"99SCL27-ZH",990.22,1010.00,5.52,0.00,0.87,1050.00,940.30,11.08,17,6129665
3196,NIFTY AQL 30,"NIFTY ALPHA QUALITY LOW-VOLATILITY 30",22185.36,22684.80,4.10,0.00,0.87,25146.72,19197.65,26.82,250,404745
3197,NIFTY RURAL,"NIFTY RURAL",14524.86,15605.10,2.97,0.00,0.87,15840.10,12891.50,20.30,250,412425
3198,734GS2064-GS,"GOI LOAN  7.34% 2064",105.81,105.84,6.60,0.00,0.86,113.42,102.20,10.60,248,6030849
3199,RADIOCITY-P1,"MUSIC BROADCAST",109.88,115.25,12.15,0.00,0.86,119.00,104.30,13.38,249,3860993
3200,905SC24B-Z9,"905SC24B-Z9",952.62,941.60,6.71,0.00,0.86,1000.00,900.30,10.47,65,2910209
3201,NIFTY100 ENH ESG,"NIFTY100 ENHANCED ESG",4810.80,5048.75,2.81,0.00,0.85,5108.90,4242.15,18.02,250,408585
3202,NIFTY AQLV 30,"NIFTY ALPHA QUALITY VALUE LOW VOLATILITY 30",20247.00,20945.50,3.76,0.00,0.85,22315.96,17517.50,23.70,250,405001
3203,772GS2049-GS,"GOI LOAN 7.72% 2049",109.93,107.00,3.93,0.00,0.85,115.25,103.85,10.37,65,2458625
3204,712MZ34-SG,"SDL MZ 7.12% 2034",94.50,94.00,1.17,0.53,0.85,95.50,94.00,1.59,2,1280769
3205,79NHIT47-N3,"79NHIT47-N3",414.08,422.00,15.17,0.00,0.85,483.86,398.08,20.72,220,2987265
3206,GROWWLIQID,"GROWWAMC - GROWWLIQID",103.38,106.13,6.50,0.01,0.85,107.55,98.46,8.79,250,6514433
3207,1102NFL26-N8,"1102NFL26-N8",1033.70,1014.90,19.75,0.00,0.84,1220.00,981.20,23.10,62,4442113
3208,IIFLZC28A-NU,"IIFLZC28A-NU",1120.64,1215.00,10.15,0.00,0.84,1259.95,903.00,31.85,118,3547649
3209,MOPSE,"MOTILALAMC - MOPSE",98.14,100.10,8.97,0.00,0.84,108.00,92.55,15.74,86,193902337
3210,898LTF29-N7,"898LTF29-N7",1056.75,1090.00,8.64,0.00,0.84,1146.00,1030.00,10.98,187,5287681
3211,1050NFL26-N7,"1050NFL26-N7",998.04,1000.00,20.00,0.00,0.84,1200.00,897.99,30.26,168,4441345
3212,89IHFL29-N1,"89IHFL29-N1",970.35,970.00,10.47,0.00,0.84,1000.00,890.00,11.34,48,7390465
3213,1050UCL28-NH,"1050UCL28-NH",1001.47,990.17,7.33,0.00,0.83,1055.00,951.10,10.37,69,193537025
3214,676GS2061-GS,"GOI LOAN  6.76% 2061",99.07,95.50,5.03,0.00,0.83,105.00,93.00,12.11,206,593153
3215,768UP34A-SG,"SDL UP 7.68% 2034",98.11,98.55,4.15,0.00,0.83,100.00,95.45,4.64,5,5176321
3216,91MOFSL27-N2,"91MOFSL27-N2",1030.10,1030.10,14.74,0.00,0.82,1087.99,878.80,20.31,103,6067713
3217,79IGT28-NF,"79IGT28-NF",1006.83,1001.00,11.45,0.00,0.82,1059.45,920.22,13.83,37,878849
3218,935TSI30-N0,"935TSI30-N0",103614.87,102143.18,8.25,0.00,0.82,112000.00,101156.00,10.47,17,7026689
3219,675GS2029-GS,"GOI LOAN   6.75% 2029",103.53,111.30,7.10,0.00,0.82,113.00,98.45,14.05,102,7303681
3220,105UCL2026-NB,"105UCL2026-NB",996.61,1024.99,12.15,0.00,0.81,1030.00,882.00,14.85,43,5847297
3221,739NHAI31A-ND,"739NHAI31A-ND",1157.26,1178.00,19.21,0.00,0.81,1380.00,1087.00,25.32,66,3717633
3222,CAGL27A-N6,"CAGL27A-N6",1228.96,1300.00,16.51,0.00,0.81,1300.00,918.40,31.05,34,3192577
3223,10IIFL28-N4,"10IIFL28-N4",992.61,990.97,3.58,0.00,0.81,1079.50,915.00,16.57,228,1334273
3224,M&MFIN-N3,"M&MFIN-N3",2144.22,2235.00,16.63,0.00,0.81,2279.99,1775.50,23.53,126,5132801
3225,IMC1-N3,"IMC1-N3",253.62,251.00,16.44,0.00,0.80,269.00,211.00,22.87,126,3642369
3226,GILT5YBEES,"RELCAPAMC - NETFGILT5Y",60.76,63.14,19.17,0.08,0.80,71.00,57.60,22.05,250,812033
3227,699GS2051-GS,"GOI LOAN  6.99% 2051",101.61,100.00,5.04,0.00,0.80,107.00,96.47,10.36,204,1714177
3228,TVSINVIT-IV,"TVS INFRASTRUCTURE TRUST",102.98,104.40,3.65,0.00,0.80,104.40,100.20,4.08,24,194201089
3229,NIFTY QLTY LV 30,"NIFTY QUALITY LOW VOLATILITY 30",16970.46,17329.65,3.70,0.00,0.80,18756.76,15063.65,21.76,250,407049
3230,91D251225-TB,"GOI TBILL 91D-25/12/25",98.34,98.40,1.57,0.02,0.79,99.78,98.24,1.57,2,194314241
3231,901NHB34-N6,"901NHB34-N6",6449.57,6550.00,12.19,0.00,0.79,7495.00,6170.00,20.54,235,8184321
3232,SCLZC26C-NB,"SCLZC26C-NB",1115.88,1146.00,6.38,0.00,0.79,1152.00,1010.00,12.73,18,5061633
3233,10IIFL28A-NE,"10IIFL28A-NE",998.23,1027.00,13.24,0.00,0.78,1111.00,934.00,17.73,216,734977
3234,SCL25924A-N1,"SCL25924A-N1",1005.17,1061.00,7.57,0.00,0.78,1075.25,901.20,17.32,67,6539265
3235,NIFTY TATA 25 CAP,"NIFTY TATA 25 CAP",14763.30,14763.30,0.78,0.78,0.78,14857.70,14742.75,0.78,1,294921
3236,746GS2073-GS,"GOI LOAN  7.46% 2073",107.70,106.11,4.46,0.00,0.78,115.00,102.03,12.04,238,5070849
3237,NIFTY TOP 20 EW,"NIFTY TOP 20 EQUAL WEIGHT",8946.41,9355.85,2.74,0.00,0.78,9385.75,8028.50,15.17,250,408073
3238,68GS2060-GS,"GOI LOAN  6.8% 2060",98.99,96.50,6.87,0.00,0.78,105.47,92.67,12.93,136,5744129
3239,NIFTY TOP 15 EW,"NIFTY TOP 15 EQUAL WEIGHT",9954.66,10608.75,2.47,0.00,0.77,10627.90,9048.35,15.87,250,407817
3240,1025IIFL30-Y3,"1025IIFL30-Y3",1016.49,1020.00,9.80,0.00,0.77,1120.00,1000.00,11.81,21,193575425
3241,885TCAPS29-NC,"885TCAPS29-NC",1065.27,1053.98,8.88,0.00,0.77,1167.00,1005.00,15.21,90,5434625
3242,1040NFL26-NA,"1040NFL26-NA",996.06,990.00,15.02,0.00,0.77,1040.00,850.20,19.06,103,5918465
3243,NIFTY LOW VOL 50,"NIFTY LOW VOLATILITY 50",24304.83,25137.35,2.98,0.00,0.77,25634.49,21994.70,14.98,250,406025
3244,749KL45-SG,"SDL KL 7.49% 2045",95.31,94.40,3.06,0.00,0.77,98.00,94.20,3.99,4,4909569
3245,725GS2063-GS,"GOI LOAN  7.25% 2063",104.57,103.20,5.27,0.00,0.76,109.85,100.40,9.04,247,4283649
3246,773KA35-SG,"SDL KA 7.73% 2035",98.95,100.00,3.81,0.00,0.76,100.00,95.00,5.05,5,5048577
3247,948SCL27A-ZJ,"948SCL27A-ZJ",973.94,989.95,4.87,0.00,0.76,1000.00,930.40,7.15,28,6130689
3248,97MOFSL34-N7,"97MOFSL34-N7",1085.54,1098.50,11.10,0.00,0.76,1180.40,1000.00,16.62,88,6070273
3249,709GS2054-GS,"GOI LOAN  7.09% 2054",102.96,100.56,6.45,0.00,0.76,108.00,98.00,9.71,235,6386945
3250,AEL120924-N2,"AEL120924-N2",1007.90,1075.77,12.69,0.00,0.76,1093.52,851.00,24.06,24,6471681
3251,667GS2050-GS,"GOI LOAN  6.67% 2050",98.43,95.80,4.51,0.00,0.75,103.75,94.60,9.30,168,244737
3252,GURUNANAK-ST,"GURUNANAK AGRICULTUR IN L",49.15,41.95,5.26,0.00,0.75,60.00,41.95,36.72,7,194371585
3253,96IIFL28A-NF,"96IIFL28A-NF",959.92,987.20,9.58,0.00,0.75,999.00,890.00,11.36,249,736513
3254,97SFL29-YZ,"97SFL29-YZ",1082.82,1097.65,9.96,0.00,0.75,1140.00,1010.10,12.00,96,2212353
3255,948SCL27D-N1,"948SCL27D-N1",962.57,965.00,8.87,0.00,0.75,1000.00,901.20,10.26,29,6541313
3256,888IRFC29-NE,"888IRFC29-NE",1160.62,1151.00,18.56,0.00,0.74,1354.90,1105.00,21.53,225,511745
3257,957IIFLS27-NA,"957IIFLS27-NA",977.46,965.00,6.78,0.00,0.74,1021.00,930.00,9.31,35,6179073
3258,865IRFC29-NA,"865IRFC29-NA",1144.35,1125.69,18.79,0.00,0.74,1389.90,1090.00,26.21,250,154369
3259,LTGILTBEES,"NIP IND ETF LONGTERM GILT",28.06,28.97,6.02,0.10,0.74,29.76,26.60,11.26,250,4531201
3260,710GS2029-GS,"GOI LOAN 7.10% 2029",103.98,106.01,6.54,0.00,0.73,108.54,100.00,8.21,244,2316033
3261,875NHAI29-N6,"875NHAI29-N6",1164.99,1155.02,7.49,0.00,0.73,1298.00,1113.50,15.84,245,49153
3262,925SCL25B-Y3,"925SCL25B-Y3",969.99,997.00,4.63,0.00,0.73,999.00,842.40,16.14,38,5370113
3263,943ECL28-NJ,"943ECL28-NJ",961.26,994.00,18.76,0.00,0.72,999.90,821.00,18.61,219,1097729
3264,948SCL26I-AX,"948SCL26I-AX",1014.55,445.00,13.77,0.00,0.72,2080.00,309.25,174.54,24,4487169
3265,867PFCL33-N7,"867PFCL33-N7",1241.66,1277.15,2.90,0.00,0.71,1277.15,1203.00,5.97,10,5126657
3266,709GS2074-GS,"GOI LOAN   7.09% 2074",102.11,101.25,5.11,0.00,0.71,108.15,98.00,9.94,195,6955521
3267,96IIFL28-N5,"96IIFL28-N5",962.14,987.30,2.57,0.00,0.71,989.80,916.00,7.67,249,1334785
3268,935LTF29-N5,"935LTF29-N5",1092.28,1090.40,9.48,0.00,0.71,1185.10,1030.00,14.20,154,5284609
3269,98SCL27-ZX,"98SCL27-ZX",1209.83,1283.00,14.50,0.00,0.71,1283.00,1060.20,18.42,33,3451905
3270,77MH33A-SG,"SDL MH 7.7% 2033",99.71,100.00,4.94,0.00,0.71,101.00,95.06,5.96,7,5164033
3271,VERTIS-IV,"VERTIS INFRASTRUCTURE TST",102.18,103.50,4.41,0.00,0.70,105.00,98.20,6.65,28,2753793
3272,574GS2026-GS,"GOI LOAN  5.74% 2026",100.02,102.35,6.94,0.00,0.70,103.95,95.31,8.64,180,1713921
3273,960CAGL25-N3,"960CAGL25-N3",993.76,976.00,9.66,0.00,0.70,1030.00,890.21,14.07,77,3185665
3274,IIFLZC26B-NY,"IIFLZC26B-NY",1129.76,1174.00,12.20,0.00,0.69,1234.00,1016.55,19.25,52,4360705
3275,0MOFSL27-N3,"0MOFSL27-N3",1058.62,1107.00,18.06,0.00,0.69,1140.00,911.00,21.63,53,6068225
3276,UWCSL-SM,"ULTRA WIRING CONN SYS",137.09,106.50,10.52,0.00,0.69,200.30,83.50,85.20,84,1521921
3277,SHREMINVIT-IV,"SHREM INVIT",108.74,102.56,6.55,0.00,0.69,118.00,101.50,15.17,74,1463809
3278,SETF10GILT,"SBIAMC - SETF10GILT",250.78,259.51,3.40,0.12,0.69,265.21,237.00,11.25,250,4453121
3279,719PN37-SG,"SDL PN 7.19% 2037",95.97,93.10,2.06,0.00,0.69,99.00,93.10,6.15,3,1974785
3280,8ABCL26-N2,"8ABCL26-N2",1010.57,995.00,9.43,0.00,0.68,1100.00,910.00,18.80,49,193520897
3281,727GS2026-GS,"GOI LOAN 7.27% 2026",103.00,105.00,6.18,0.00,0.68,109.00,97.90,10.78,90,2441473
3282,971SCL29-Z0,"971SCL29-Z0",941.53,970.00,7.09,0.00,0.68,1000.00,900.00,10.62,27,5966593
3283,892PFCL33-N8,"892PFCL33-N8",1275.69,1325.00,5.99,0.00,0.68,1470.00,1232.11,18.65,225,5127169
3284,865IIFL28-NS,"865IIFL28-NS",953.26,978.00,9.37,0.00,0.68,990.00,861.00,13.53,233,3546113
3285,364D170926-TB,"GOI TBILL 364D-17/09/26",94.28,94.72,2.01,0.00,0.67,94.72,92.18,2.69,3,194354945
3286,73GS2053-GS,"GOI LOAN  7.3% 2053",105.09,103.85,4.30,0.00,0.67,110.04,100.26,9.31,221,4317441
3287,891NTPC33-N6,"891NTPC33-N6",1283.04,1328.00,4.37,0.00,0.67,1397.00,1231.51,12.90,193,8132609
3288,702GS2027-GS,"GOI LOAN  7.02% 2027",102.55,104.45,5.47,0.00,0.66,106.26,96.84,9.19,212,6106625
3289,805ABCL28-N5,"805ABCL28-N5",1008.84,910.00,9.00,0.00,0.66,1079.00,895.00,18.24,35,193521665
3290,956AEL29-N6,"956AEL29-N6",1029.14,1022.00,7.91,0.00,0.66,1133.10,990.00,13.90,132,6475265
3291,735NHAI31-N9,"735NHAI31-N9",1121.90,1118.10,12.27,0.00,0.66,1225.00,1075.10,13.36,46,3060225
3292,865IFL28-NZ,"865IFL28-NZ",947.47,972.00,3.09,0.00,0.65,999.90,900.00,10.54,184,4361985
3293,SFLZC26A-ZC,"SFLZC26A-ZC",1697.54,1750.00,15.83,0.00,0.65,1985.00,1390.00,35.05,71,3312897
3294,716GS2050-GS,"GOI LOAN 7.16% 2050",103.45,101.00,5.31,0.00,0.65,109.99,99.50,10.14,126,4751617
3295,957ICCL25-YW,"957ICCL25-YW",1054.28,1055.00,5.22,0.00,0.65,1100.00,1020.00,7.59,106,2208001
3296,865SCL27-N4,"865SCL27-N4",963.11,950.00,4.94,0.00,0.64,990.00,905.20,8.80,30,193909761
3297,842IIFL26-NL,"842IIFL26-NL",972.21,988.84,2.98,0.00,0.64,999.89,940.20,6.14,236,1586433
3298,741GS2036-GS,"GOI LOAN  7.41% 2036",107.30,106.76,4.57,0.00,0.63,112.50,103.10,8.76,239,3377665
3299,690GS2065-GS,"GOI LOAN  6.90% 2065",99.85,99.23,3.99,0.00,0.63,102.55,95.35,7.21,106,193539585
3300,1025SCL34B-N1,"1025SCL34B-N1",979.16,1000.00,11.07,0.00,0.63,1020.00,781.00,24.41,77,6547201
3301,762RJ43-SG,"SDL RJ 7.62% 2043",100.00,100.00,0.63,0.63,0.63,100.63,100.00,0.63,1,4996609
3302,IIFLZC28B-Y1,"IIFLZC28B-Y1",1058.45,1131.20,6.02,0.00,0.63,1170.00,980.00,17.95,110,4363009
3303,EQUAL50,"MIRAEAMC - EQUAL50",316.08,325.74,3.27,0.00,0.63,331.65,303.44,8.92,101,193828353
3304,955SCL35-NO,"955SCL35-NO",980.01,985.00,7.08,0.00,0.62,1003.00,900.00,10.51,13,193919745
3305,IMC1-N1,"IMC1-N1",252.86,251.00,5.88,0.00,0.62,260.55,240.00,8.13,143,3640065
3306,880IREDA34-N6,"880IREDA34-N6",1273.21,1298.79,11.24,0.00,0.62,1485.00,1185.50,23.52,110,356609
3307,ANZEN-IV,"ANZEN IND ENE YLD PLU TRU",112.91,118.50,5.87,0.00,0.62,119.00,105.06,12.35,72,3057921
3308,SCLZC26-NB,"SCLZC26-NB",2029.69,2097.60,5.19,0.00,0.61,2121.55,1700.00,20.77,71,4769281
3309,985ECL28-NK,"985ECL28-NK",991.06,998.00,5.35,0.00,0.61,1098.00,893.00,20.69,199,1098753
3310,697GR2034-GS,"GOI LOAN   6.97% 2034",99.39,98.00,10.50,0.00,0.61,110.25,91.96,18.40,78,6324481
3311,931SFL26-Z5,"931SFL26-Z5",1027.71,1040.00,5.54,0.00,0.61,1055.00,985.01,6.81,75,3307265
3312,0MOFSL26-N1,"0MOFSL26-N1",1069.38,1123.90,3.95,0.00,0.60,1125.00,1003.01,11.41,53,6067201
3313,9IIFL28A-NT,"9IIFL28A-NT",986.64,1030.00,5.60,0.00,0.60,1078.00,922.60,15.75,132,3546625
3314,773KA35A-SG,"SDL KA 7.73% 2035",100.20,105.00,3.00,0.00,0.60,105.00,97.00,7.98,5,5417729
3315,SCLZC25F-Y5,"SCLZC25F-Y5",1092.24,1162.00,8.93,0.00,0.60,1165.40,1000.80,15.07,71,5371905
3316,99AEL29-N7,"99AEL29-N7",1053.04,1034.99,8.74,0.00,0.59,1165.00,975.00,18.04,194,6475777
3317,833GS2036-GS,"GOI LOAN 8.33% 2036",114.79,114.15,3.37,0.00,0.59,115.00,110.30,4.09,12,1762049
3318,903SFL28-YI,"903SFL28-YI",1036.02,1044.00,9.11,0.00,0.59,1100.00,1000.00,9.65,138,127489
3319,CAGL28-NE,"CAGL28-NE",1130.61,1160.00,5.15,0.00,0.59,1197.20,1050.00,13.02,25,4735489
3320,925SCL25A-NH,"925SCL25A-NH",981.85,995.00,5.83,0.00,0.59,999.00,930.40,6.99,20,5118209
3321,MINDPOOL-SM,"MINDPOOL TECHNOLOGIES",63.05,71.10,10.47,0.00,0.59,83.90,49.00,55.36,24,2278401
3322,10NIDO26-N6,"10NIDO26-N6",1020.81,1016.00,3.39,0.00,0.59,1083.00,971.40,10.93,202,4573697
3323,ABGSEC,"BIRLASLAMC - ABGSEC",107.42,110.63,2.94,0.00,0.59,113.03,102.76,9.56,239,6247425
3324,762NTPC35F-ND,"762NTPC35F-ND",1197.96,1165.00,6.67,0.00,0.58,1293.00,1152.00,11.77,162,2752257
3325,965SCL25B-Y1,"965SCL25B-Y1",1022.63,1065.66,15.85,0.00,0.58,1074.00,853.20,21.59,71,5368321
3326,865SCL26-N8,"865SCL26-N8",960.70,975.05,5.18,0.00,0.58,1015.00,925.00,9.37,64,4767745
3327,726GS2032-GS,"GOI LOAN  7.26% 2032",105.56,104.40,4.63,0.00,0.58,112.00,101.89,9.58,222,2744833
3328,970CAGL28-ND,"970CAGL28-ND",1013.80,1022.00,10.42,0.00,0.57,1123.00,992.08,12.91,203,4732673
3329,915SCL27-Z7,"915SCL27-Z7",982.24,960.00,3.99,0.00,0.57,1042.00,880.50,16.44,18,2908417
3330,1015ECL29-NR,"1015ECL29-NR",993.72,1010.00,19.63,0.00,0.57,1170.00,965.00,20.63,236,2041601
3331,895AEL27-N9,"895AEL27-N9",1011.71,1002.01,5.10,0.00,0.57,1050.00,994.02,5.53,44,194014465
3332,610GS2031-GS,"GOI LOAN  6.10% 2031",98.14,97.85,9.27,0.00,0.56,101.50,88.06,13.69,100,1283073
3333,IIFLZC26A-NR,"IIFLZC26A-NR",1176.89,1228.00,15.73,0.00,0.56,1329.00,1067.20,22.25,78,3545601
3334,971SCL29B-N1,"971SCL29B-N1",952.07,960.00,4.59,0.00,0.56,965.00,900.30,6.80,9,6543873
3335,905LTF27-NF,"905LTF27-NF",1059.49,1054.00,9.89,0.00,0.56,1145.00,1015.30,12.24,126,5295873
3336,692GS2039-GS,"GOI LOAN   6.92% 2039",103.03,102.15,3.31,0.00,0.56,108.89,98.95,9.65,108,6944513
